Customer_ID,Status_Checking_Acc,Duration_in_Months,Credit_History,Purposre_Credit_Taken,Credit_Amount,Savings_Acc,Years_At_Present_Employment,Inst_Rt_Income,Marital_Status_Gender,Other_Debtors_Guarantors,Current_Address_Yrs,Property,Age,Other_Inst_Plans ,Housing,Num_CC,Job,Dependents,Telephone,Foreign_Worker,Default_On_Payment,Count
100667,0<=10000,30,all credits at this bank paid back duly ,furniture/equipment,3496,>= 10000,1 < = < 4 years,4,male : single, none,2,0<=100003,34,stores,own,1,skilled employee / official,2,yes; registered under the customer�s name,yes,0,1
100668,NA,48,all credits at this bank paid back duly ,business,3609,<1000,1 < = < 4 years,1,female : divorced/separated/married, none,1,0<=100001,27,stores,own,1,skilled employee / official,1,none,yes,0,1
100669,<0,12,critical account/other credits existing(not at this bank),car (new),4843,<1000,>= 7 years,3,male : single,co-applicant,4,0<=100002,43,none,rent,2,skilled employee / official,1,yes; registered under the customer�s name,yes,1,1
100670,> 10000,30,critical account/other credits existing(not at this bank),radio/television,3017,<1000,>= 7 years,4,male : single, none,4,0<=100002,47,none,own,1,skilled employee / official,1,none,yes,0,1
100671,NA,24,critical account/other credits existing(not at this bank),business,4139,1000 <= 5000,1 < = < 4 years,3,male : single, none,3,0<=100002,27,none,own,2,unskilled - resident,1,yes; registered under the customer�s name,yes,0,1
100672,NA,36,existing credits paid back duly till now,business,5742,1000 <= 5000,4 < = < 7 years,2,male : single, none,2,0<=100003,31,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100673,NA,60,existing credits paid back duly till now,car (new),10366,<1000,>= 7 years,2,male : single, none,4,0<=100002,42,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
100674,NA,6,critical account/other credits existing(not at this bank),car (new),2080,5000 <= 10000,1 < = < 4 years,1,male : married/widowed, none,2,0<=100003,24,none,own,1,skilled employee / official,1,none,yes,0,1
100675,NA,21,delay in paying off in the past,business,2580,5000 <= 10000,< 1 year,4,male : single, none,2,0<=100001,41,bank,own,1,unskilled - resident,2,none,yes,1,1
100676,NA,30,critical account/other credits existing(not at this bank),radio/television,4530,<1000,4 < = < 7 years,4,female : divorced/separated/married, none,4,0<=100003,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
100677,NA,24,critical account/other credits existing(not at this bank),furniture/equipment,5150,<1000,>= 7 years,4,male : single, none,4,0<=100003,33,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100678,0<=10000,72,existing credits paid back duly till now,radio/television,5595,1000 <= 5000,1 < = < 4 years,2,male : married/widowed, none,2,0<=100003,24,none,own,1,skilled employee / official,1,none,yes,1,1
100679,<0,24,existing credits paid back duly till now,radio/television,2384,<1000,>= 7 years,4,male : single, none,4,0<=100001,64,bank,rent,1,unskilled - resident,1,none,yes,0,1
100680,NA,18,existing credits paid back duly till now,radio/television,1453,<1000,< 1 year,3,female : divorced/separated/married, none,1,0<=100001,26,none,own,1,skilled employee / official,1,none,yes,0,1
100681,NA,6,existing credits paid back duly till now,education,1538,<1000,< 1 year,1,female : divorced/separated/married, none,2,0<=100004,56,none,own,1,skilled employee / official,1,none,yes,0,1
100682,NA,12,existing credits paid back duly till now,radio/television,2279,unknown/ no savings account,1 < = < 4 years,4,male : single, none,4,0<=100004,37,none,for free,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100683,NA,15,delay in paying off in the past,radio/television,1478,<1000,1 < = < 4 years,4,male : married/widowed, none,3,0<=100001,33,bank,own,2,skilled employee / official,1,none,yes,0,1
100684,NA,24,critical account/other credits existing(not at this bank),radio/television,5103,<1000,< 1 year,3,male : married/widowed, none,3,0<=100004,47,none,for free,3,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100685,0<=10000,36,delay in paying off in the past,business,9857,1000 <= 5000,4 < = < 7 years,1,male : single, none,3,0<=100002,31,none,own,2,unskilled - resident,2,yes; registered under the customer�s name,yes,0,1
100686,NA,60,existing credits paid back duly till now,car (new),6527,unknown/ no savings account,1 < = < 4 years,4,male : single, none,4,0<=100004,34,none,for free,1,skilled employee / official,2,yes; registered under the customer�s name,yes,0,1
100687,> 10000,10,critical account/other credits existing(not at this bank),radio/television,1347,unknown/ no savings account,4 < = < 7 years,4,male : single, none,2,0<=100002,27,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100688,0<=10000,36,delay in paying off in the past,car (new),2862,1000 <= 5000,>= 7 years,4,male : single, none,3,0<=100004,30,none,for free,1,skilled employee / official,1,none,yes,0,1
100689,NA,9,existing credits paid back duly till now,radio/television,2753,1000 <= 5000,>= 7 years,3,male : single,co-applicant,4,0<=100003,35,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100690,<0,12,existing credits paid back duly till now,car (new),3651,>= 10000,1 < = < 4 years,1,male : single, none,3,0<=100002,31,none,own,1,skilled employee / official,2,none,yes,0,1
100691,<0,15,critical account/other credits existing(not at this bank),furniture/equipment,975,<1000,1 < = < 4 years,2,male : divorced/separated, none,3,0<=100002,25,none,own,2,skilled employee / official,1,none,yes,0,1
100692,0<=10000,15,existing credits paid back duly till now,repairs,2631,1000 <= 5000,1 < = < 4 years,3,female : divorced/separated/married, none,2,0<=100001,25,none,own,1,unskilled - resident,1,none,yes,0,1
100693,0<=10000,24,existing credits paid back duly till now,radio/television,2896,1000 <= 5000,< 1 year,2,male : single, none,1,0<=100003,29,none,own,1,skilled employee / official,1,none,yes,0,1
100694,<0,6,critical account/other credits existing(not at this bank),car (new),4716,unknown/ no savings account,< 1 year,1,male : single, none,3,0<=100001,44,none,own,2,unskilled - resident,2,none,yes,0,1
100695,NA,24,existing credits paid back duly till now,radio/television,2284,<1000,4 < = < 7 years,4,male : single, none,2,0<=100003,28,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100696,NA,6,existing credits paid back duly till now,car (used),1236,5000 <= 10000,1 < = < 4 years,2,male : single, none,4,0<=100002,50,none,rent,1,skilled employee / official,1,none,yes,0,1
100697,0<=10000,12,existing credits paid back duly till now,radio/television,1103,<1000,4 < = < 7 years,4,male : single,guarantor,3,0<=100001,29,none,own,2,skilled employee / official,1,none,no,0,1
100698,NA,12,critical account/other credits existing(not at this bank),car (new),926,<1000, unemployed,1,female : divorced/separated/married, none,2,0<=100002,38,none,own,1, unemployed/ unskilled - non-resident,1,none,yes,0,1
100699,NA,18,critical account/other credits existing(not at this bank),radio/television,1800,<1000,1 < = < 4 years,4,male : single, none,2,0<=100003,24,none,own,2,skilled employee / official,1,none,yes,0,1
100700,> 10000,15,existing credits paid back duly till now,education,1905,<1000,>= 7 years,4,male : single, none,4,0<=100003,40,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
100701,NA,12,existing credits paid back duly till now,furniture/equipment,1123,5000 <= 10000,1 < = < 4 years,4,female : divorced/separated/married, none,4,0<=100003,29,none,rent,1,unskilled - resident,1,none,yes,1,1
100702,<0,48,critical account/other credits existing(not at this bank),car (used),6331,<1000,>= 7 years,4,male : single, none,4,0<=100004,46,none,for free,2,skilled employee / official,1,yes; registered under the customer�s name,yes,1,1
100703,> 10000,24,existing credits paid back duly till now,radio/television,1377,1000 <= 5000,>= 7 years,4,female : divorced/separated/married, none,2,0<=100004,47,none,for free,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100704,0<=10000,30,delay in paying off in the past,business,2503,1000 <= 5000,>= 7 years,4,male : single, none,2,0<=100002,41,stores,own,2,skilled employee / official,1,none,yes,0,1
100705,0<=10000,27,existing credits paid back duly till now,business,2528,<1000,< 1 year,4,female : divorced/separated/married, none,1,0<=100002,32,none,own,1,skilled employee / official,2,yes; registered under the customer�s name,yes,0,1
100706,NA,15,existing credits paid back duly till now,car (new),5324,5000 <= 10000,>= 7 years,1,female : divorced/separated/married, none,4,0<=100004,35,none,for free,1,skilled employee / official,1,none,yes,0,1
100707,0<=10000,48,existing credits paid back duly till now,car (new),6560,1000 <= 5000,4 < = < 7 years,3,male : single, none,2,0<=100002,24,none,own,1,skilled employee / official,1,none,yes,1,1
100708,0<=10000,12, no credits taken/all credits paid back duly,furniture/equipment,2969,<1000,< 1 year,4,female : divorced/separated/married, none,3,0<=100002,25,none,rent,2,skilled employee / official,1,none,yes,1,1
100709,0<=10000,9,existing credits paid back duly till now,radio/television,1206,<1000,>= 7 years,4,female : divorced/separated/married, none,4,0<=100001,25,none,own,1,skilled employee / official,1,none,yes,0,1
100710,0<=10000,9,existing credits paid back duly till now,radio/television,2118,<1000,1 < = < 4 years,2,male : single, none,2,0<=100001,37,none,own,1,unskilled - resident,2,none,yes,0,1
100711,NA,18,critical account/other credits existing(not at this bank),radio/television,629,5000 <= 10000,>= 7 years,4,male : single, none,3,0<=100002,32,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
100712,<0,6,all credits at this bank paid back duly ,education,1198,<1000,>= 7 years,4,female : divorced/separated/married, none,4,0<=100004,35,none,for free,1,skilled employee / official,1,none,yes,1,1
100713,NA,21,existing credits paid back duly till now,car (used),2476,unknown/ no savings account,>= 7 years,4,male : single, none,4,0<=100001,46,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
100714,<0,9,critical account/other credits existing(not at this bank),radio/television,1138,<1000,1 < = < 4 years,4,male : single, none,4,0<=100001,25,none,own,2,unskilled - resident,1,none,yes,0,1
100715,0<=10000,60,existing credits paid back duly till now,car (new),14027,<1000,4 < = < 7 years,4,male : single, none,2,0<=100004,27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,1,1
100716,NA,30,critical account/other credits existing(not at this bank),car (used),7596,unknown/ no savings account,>= 7 years,1,male : single, none,4,0<=100003,63,none,own,2,skilled employee / official,1,none,yes,0,1
100717,NA,30,critical account/other credits existing(not at this bank),radio/television,3077,unknown/ no savings account,>= 7 years,3,male : single, none,2,0<=100003,40,none,own,2,skilled employee / official,2,yes; registered under the customer�s name,yes,0,1
100718,NA,18,existing credits paid back duly till now,radio/television,1505,<1000,1 < = < 4 years,4,male : single, none,2,0<=100004,32,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
100719,> 10000,24,critical account/other credits existing(not at this bank),radio/television,3148,unknown/ no savings account,1 < = < 4 years,3,male : single, none,2,0<=100003,31,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100720,0<=10000,20, no credits taken/all credits paid back duly,car (used),6148,1000 <= 5000,>= 7 years,3,male : married/widowed, none,4,0<=100003,31,bank,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100721,> 10000,9, no credits taken/all credits paid back duly,radio/television,1337,<1000,< 1 year,4,male : single, none,2,0<=100003,34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,1,1
100722,0<=10000,6,all credits at this bank paid back duly ,education,433,>= 10000,< 1 year,4,female : divorced/separated/married, none,2,0<=100002,24,bank,rent,1,skilled employee / official,2,none,yes,1,1
100723,<0,12,existing credits paid back duly till now,car (new),1228,<1000,1 < = < 4 years,4,female : divorced/separated/married, none,2,0<=100001,24,none,own,1,unskilled - resident,1,none,yes,1,1
100724,0<=10000,9,existing credits paid back duly till now,radio/television,790,5000 <= 10000,1 < = < 4 years,4,female : divorced/separated/married, none,3,0<=100001,66,none,own,1,unskilled - resident,1,none,yes,0,1
100725,NA,27,existing credits paid back duly till now,car (new),2570,<1000,1 < = < 4 years,3,female : divorced/separated/married, none,3,0<=100001,21,none,rent,1,skilled employee / official,1,none,yes,1,1
100726,NA,6,critical account/other credits existing(not at this bank),car (new),250,>= 10000,1 < = < 4 years,2,female : divorced/separated/married, none,2,0<=100001,41,bank,own,2,unskilled - resident,1,none,yes,0,1
100727,NA,15,critical account/other credits existing(not at this bank),radio/television,1316,5000 <= 10000,1 < = < 4 years,2,male : married/widowed, none,2,0<=100002,47,none,own,2,unskilled - resident,1,none,yes,0,1
100728,<0,18,existing credits paid back duly till now,radio/television,1882,<1000,1 < = < 4 years,4,female : divorced/separated/married, none,4,0<=100003,25,bank,rent,2,skilled employee / official,1,none,yes,1,1
100729,0<=10000,48,all credits at this bank paid back duly ,business,6416,<1000,>= 7 years,4,female : divorced/separated/married, none,3,0<=100004,59,none,rent,1,skilled employee / official,1,none,yes,1,1
100730,> 10000,24,critical account/other credits existing(not at this bank),business,1275,>= 10000,1 < = < 4 years,2,male : divorced/separated, none,4,0<=100001,36,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100731,0<=10000,24,delay in paying off in the past,radio/television,6403,<1000,< 1 year,1,male : single, none,2,0<=100003,33,none,own,1,skilled employee / official,1,none,yes,0,1
100732,<0,24,existing credits paid back duly till now,radio/television,1987,<1000,1 < = < 4 years,2,male : single, none,4,0<=100001,21,none,rent,1,unskilled - resident,2,none,yes,1,1
100733,0<=10000,8,existing credits paid back duly till now,radio/television,760,<1000,4 < = < 7 years,4,female : divorced/separated/married,guarantor,2,0<=100001,44,none,own,1,unskilled - resident,1,none,yes,0,1
100734,NA,24,existing credits paid back duly till now,car (used),2603,>= 10000,1 < = < 4 years,2,female : divorced/separated/married, none,4,0<=100003,28,none,rent,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100735,NA,4,critical account/other credits existing(not at this bank),car (new),3380,<1000,4 < = < 7 years,1,female : divorced/separated/married, none,1,0<=100001,37,none,own,1,skilled employee / official,2,none,yes,0,1
100736,0<=10000,36,all credits at this bank paid back duly ,domestic appliances,3990,unknown/ no savings account,< 1 year,3,female : divorced/separated/married, none,2,0<=100004,29,bank,own,1, unemployed/ unskilled - non-resident,1,none,yes,0,1
100737,0<=10000,24,existing credits paid back duly till now,car (used),11560,<1000,1 < = < 4 years,1,female : divorced/separated/married, none,4,0<=100003,23,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,1
100738,<0,18,existing credits paid back duly till now,car (new),4380,1000 <= 5000,1 < = < 4 years,3,male : single, none,4,0<=100003,35,none,own,1,unskilled - resident,2,yes; registered under the customer�s name,yes,0,1
100739,NA,6,critical account/other credits existing(not at this bank),car (new),6761,<1000,4 < = < 7 years,1,male : single, none,3,0<=100004,45,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,yes; registered under the customer�s name,yes,0,1
100740,0<=10000,30, no credits taken/all credits paid back duly,business,4280,1000 <= 5000,1 < = < 4 years,4,female : divorced/separated/married, none,4,0<=100003,26,none,rent,2,unskilled - resident,1,none,yes,1,1
100741,<0,24,all credits at this bank paid back duly ,car (new),2325,1000 <= 5000,4 < = < 7 years,2,male : single, none,3,0<=100003,32,bank,own,1,skilled employee / official,1,none,yes,0,1
100742,0<=10000,10,all credits at this bank paid back duly ,radio/television,1048,<1000,1 < = < 4 years,4,male : single, none,4,0<=100001,23,stores,own,1,unskilled - resident,1,none,yes,0,1
100743,NA,21,existing credits paid back duly till now,radio/television,3160,unknown/ no savings account,>= 7 years,4,male : single, none,3,0<=100002,41,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100744,<0,24,all credits at this bank paid back duly ,furniture/equipment,2483,5000 <= 10000,1 < = < 4 years,4,male : single, none,4,0<=100001,22,stores,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100745,<0,39,critical account/other credits existing(not at this bank),furniture/equipment,14179,unknown/ no savings account,4 < = < 7 years,4,male : single, none,4,0<=100002,30,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
100746,<0,13,critical account/other credits existing(not at this bank),business,1797,<1000,< 1 year,3,male : single, none,1,0<=100002,28,bank,own,2,unskilled - resident,1,none,yes,0,1
100747,<0,15,existing credits paid back duly till now,car (new),2511,<1000, unemployed,1,female : divorced/separated/married, none,4,0<=100003,23,none,rent,1,skilled employee / official,1,none,yes,0,1
100748,<0,12,existing credits paid back duly till now,car (new),1274,<1000,< 1 year,3,female : divorced/separated/married, none,1,0<=100001,37,none,own,1,unskilled - resident,1,none,yes,1,1
100749,NA,21,existing credits paid back duly till now,car (used),5248,unknown/ no savings account,1 < = < 4 years,1,male : single, none,3,0<=100003,26,none,own,1,skilled employee / official,1,none,yes,0,1
100750,NA,15,existing credits paid back duly till now,car (used),3029,<1000,4 < = < 7 years,2,male : single, none,2,0<=100003,33,none,own,1,skilled employee / official,1,none,yes,0,1
100751,<0,6,existing credits paid back duly till now,furniture/equipment,428,<1000,>= 7 years,2,female : divorced/separated/married, none,1,0<=100002,49,bank,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100752,<0,18,existing credits paid back duly till now,car (new),976,<1000,< 1 year,1,female : divorced/separated/married, none,2,0<=100003,23,none,own,1,unskilled - resident,1,none,yes,1,1
100753,0<=10000,12,existing credits paid back duly till now,business,841,1000 <= 5000,4 < = < 7 years,2,female : divorced/separated/married, none,4,0<=100001,23,none,rent,1,unskilled - resident,1,none,yes,0,1
100754,NA,30,critical account/other credits existing(not at this bank),radio/television,5771,<1000,4 < = < 7 years,4,female : divorced/separated/married, none,2,0<=100003,25,none,own,2,skilled employee / official,1,none,yes,0,1
100755,NA,12,delay in paying off in the past,repairs,1555,>= 10000,>= 7 years,4,male : single, none,4,0<=100004,55,none,for free,2,skilled employee / official,2,none,yes,1,1
100756,<0,24,existing credits paid back duly till now,car (new),1285,unknown/ no savings account,4 < = < 7 years,4,female : divorced/separated/married, none,4,0<=100004,32,none,rent,1,skilled employee / official,1,none,yes,1,1
100757,> 10000,6,critical account/other credits existing(not at this bank),car (new),1299,<1000,1 < = < 4 years,1,male : single, none,1,0<=100001,74,none,own,3, unemployed/ unskilled - non-resident,2,none,no,0,1
100758,> 10000,15,critical account/other credits existing(not at this bank),radio/television,1271,unknown/ no savings account,1 < = < 4 years,3,male : single, none,4,0<=100004,39,none,for free,2,skilled employee / official,1,yes; registered under the customer�s name,yes,1,1
100759,NA,24,existing credits paid back duly till now,car (new),1393,<1000,1 < = < 4 years,2,male : single,guarantor,2,0<=100001,31,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100760,<0,12,critical account/other credits existing(not at this bank),car (new),691,<1000,>= 7 years,4,male : single, none,3,0<=100002,35,none,own,2,skilled employee / official,1,none,yes,1,1
100761,NA,15,critical account/other credits existing(not at this bank),car (new),5045,unknown/ no savings account,>= 7 years,1,female : divorced/separated/married, none,4,0<=100003,59,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100762,<0,18,critical account/other credits existing(not at this bank),furniture/equipment,2124,<1000,1 < = < 4 years,4,female : divorced/separated/married, none,4,0<=100001,24,none,rent,2,skilled employee / official,1,none,yes,1,1
100763,<0,12,existing credits paid back duly till now,radio/television,2214,<1000,1 < = < 4 years,4,male : single, none,3,0<=100002,24,none,own,1,unskilled - resident,1,none,yes,0,1
100764,NA,21,critical account/other credits existing(not at this bank),car (new),12680,unknown/ no savings account,>= 7 years,4,male : single, none,4,0<=100004,30,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,1,1
100765,NA,24,critical account/other credits existing(not at this bank),car (new),2463,1000 <= 5000,4 < = < 7 years,4,male : married/widowed, none,3,0<=100002,27,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100766,0<=10000,12,existing credits paid back duly till now,radio/television,1155,<1000,>= 7 years,3,male : married/widowed,guarantor,3,0<=100001,40,bank,own,2,unskilled - resident,1,none,yes,0,1
100767,<0,30,existing credits paid back duly till now,furniture/equipment,3108,<1000,< 1 year,2,male : divorced/separated, none,4,0<=100002,31,none,own,1,unskilled - resident,1,none,yes,1,1
100768,NA,10,existing credits paid back duly till now,car (used),2901,unknown/ no savings account,< 1 year,1,female : divorced/separated/married, none,4,0<=100001,31,none,rent,1,skilled employee / official,1,none,yes,0,1
100769,0<=10000,12,critical account/other credits existing(not at this bank),furniture/equipment,3617,<1000,>= 7 years,1,male : single, none,4,0<=100003,28,none,rent,3,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100770,NA,12,critical account/other credits existing(not at this bank),radio/television,1655,<1000,>= 7 years,2,male : single, none,4,0<=100001,63,none,own,2,unskilled - resident,1,yes; registered under the customer�s name,yes,0,1
100771,<0,24,existing credits paid back duly till now,car (used),2812,unknown/ no savings account,>= 7 years,2,female : divorced/separated/married, none,4,0<=100001,26,none,rent,1,skilled employee / official,1,none,yes,0,1
100772,<0,36,critical account/other credits existing(not at this bank),education,8065,<1000,1 < = < 4 years,3,female : divorced/separated/married, none,2,0<=100004,25,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,1,1
100773,NA,21,critical account/other credits existing(not at this bank),car (used),3275,<1000,>= 7 years,1,male : single, none,4,0<=100003,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
100774,NA,24,critical account/other credits existing(not at this bank),radio/television,2223,1000 <= 5000,>= 7 years,4,male : single, none,4,0<=100002,52,bank,own,2,skilled employee / official,1,none,yes,0,1
100775,> 10000,12,critical account/other credits existing(not at this bank),car (new),1480,5000 <= 10000, unemployed,2,male : single, none,4,0<=100004,66,bank,for free,3, unemployed/ unskilled - non-resident,1,none,yes,0,1
100776,<0,24,existing credits paid back duly till now,car (new),1371,unknown/ no savings account,1 < = < 4 years,4,female : divorced/separated/married, none,4,0<=100001,25,none,rent,1,skilled employee / official,1,none,yes,1,1
100777,NA,36,critical account/other credits existing(not at this bank),car (new),3535,<1000,4 < = < 7 years,4,male : single, none,4,0<=100003,37,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100778,<0,18,existing credits paid back duly till now,radio/television,3509,<1000,4 < = < 7 years,4,female : divorced/separated/married,guarantor,1,0<=100001,25,none,own,1,skilled employee / official,1,none,yes,0,1
100779,NA,36,critical account/other credits existing(not at this bank),car (used),5711,>= 10000,>= 7 years,4,male : single, none,2,0<=100003,38,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
100780,0<=10000,18,existing credits paid back duly till now,repairs,3872,<1000, unemployed,2,female : divorced/separated/married, none,4,0<=100003,67,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100781,0<=10000,39,critical account/other credits existing(not at this bank),radio/television,4933,<1000,4 < = < 7 years,2,male : single,guarantor,2,0<=100001,25,none,own,2,skilled employee / official,1,none,yes,1,1
100782,NA,24,critical account/other credits existing(not at this bank),car (new),1940,>= 10000,>= 7 years,4,male : single, none,4,0<=100001,60,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100783,0<=10000,12, no credits taken/all credits paid back duly,retraining,1410,<1000,1 < = < 4 years,2,male : single, none,2,0<=100001,31,none,own,1,unskilled - resident,1,yes; registered under the customer�s name,yes,0,1
100784,0<=10000,12,existing credits paid back duly till now,car (new),836,1000 <= 5000,< 1 year,4,female : divorced/separated/married, none,2,0<=100002,23,bank,own,1,unskilled - resident,1,none,yes,1,1
100785,0<=10000,20,existing credits paid back duly till now,car (used),6468,unknown/ no savings account, unemployed,1,male : divorced/separated, none,4,0<=100001,60,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
100786,0<=10000,18,existing credits paid back duly till now,business,1941,>= 10000,1 < = < 4 years,4,male : single, none,2,0<=100002,35,none,own,1,unskilled - resident,1,yes; registered under the customer�s name,yes,0,1
100787,NA,22,existing credits paid back duly till now,radio/television,2675,5000 <= 10000,>= 7 years,3,male : single, none,4,0<=100003,40,none,own,1,skilled employee / official,1,none,yes,0,1
100788,NA,48,critical account/other credits existing(not at this bank),car (used),2751,unknown/ no savings account,>= 7 years,4,male : single, none,3,0<=100003,38,none,own,2,skilled employee / official,2,yes; registered under the customer�s name,yes,0,1
100789,0<=10000,48,delay in paying off in the past,education,6224,<1000,>= 7 years,4,male : single, none,4,0<=100004,50,none,for free,1,skilled employee / official,1,none,yes,1,1
100790,<0,40,critical account/other credits existing(not at this bank),education,5998,<1000,1 < = < 4 years,4,male : single, none,3,0<=100004,27,bank,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,1,1
100791,0<=10000,21,existing credits paid back duly till now,business,1188,<1000,>= 7 years,2,female : divorced/separated/married, none,4,0<=100002,39,none,own,1,skilled employee / official,2,none,yes,1,1
100792,NA,24,existing credits paid back duly till now,car (used),6313,unknown/ no savings account,>= 7 years,3,male : single, none,4,0<=100003,41,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,yes; registered under the customer�s name,yes,0,1
100793,NA,6,critical account/other credits existing(not at this bank),furniture/equipment,1221,unknown/ no savings account,1 < = < 4 years,1,male : married/widowed, none,2,0<=100002,27,none,own,2,skilled employee / official,1,none,yes,0,1
100794,> 10000,24,existing credits paid back duly till now,furniture/equipment,2892,<1000,>= 7 years,3,male : divorced/separated, none,4,0<=100004,51,none,for free,1,skilled employee / official,1,none,yes,0,1
100795,NA,24,existing credits paid back duly till now,furniture/equipment,3062,5000 <= 10000,>= 7 years,4,male : single, none,3,0<=100004,32,none,rent,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100796,NA,9,existing credits paid back duly till now,furniture/equipment,2301,1000 <= 5000,< 1 year,2,female : divorced/separated/married, none,4,0<=100002,22,none,rent,1,skilled employee / official,1,none,yes,0,1
100797,<0,18,existing credits paid back duly till now,car (used),7511,unknown/ no savings account,>= 7 years,1,male : single, none,4,0<=100002,51,none,for free,1,skilled employee / official,2,yes; registered under the customer�s name,yes,1,1
100798,NA,12,critical account/other credits existing(not at this bank),furniture/equipment,1258,<1000,< 1 year,2,female : divorced/separated/married, none,4,0<=100002,22,none,rent,2,unskilled - resident,1,none,yes,0,1
100799,NA,24,delay in paying off in the past,car (new),717,unknown/ no savings account,>= 7 years,4,male : married/widowed, none,4,0<=100003,54,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
100800,0<=10000,9,existing credits paid back duly till now,car (new),1549,unknown/ no savings account,< 1 year,4,male : single, none,2,0<=100001,35,none,own,1, unemployed/ unskilled - non-resident,1,none,yes,0,1
100801,NA,24,critical account/other credits existing(not at this bank),education,1597,<1000,>= 7 years,4,male : single, none,4,0<=100004,54,none,for free,2,skilled employee / official,2,none,yes,0,1
100802,0<=10000,18,critical account/other credits existing(not at this bank),radio/television,1795,<1000,>= 7 years,3,female : divorced/separated/married,guarantor,4,0<=100001,48,bank,rent,2,unskilled - resident,1,yes; registered under the customer�s name,yes,0,1
100803,<0,20,critical account/other credits existing(not at this bank),furniture/equipment,4272,<1000,>= 7 years,1,female : divorced/separated/married, none,4,0<=100002,24,none,own,2,skilled employee / official,1,none,yes,0,1
100804,NA,12,critical account/other credits existing(not at this bank),radio/television,976,unknown/ no savings account,>= 7 years,4,male : single, none,4,0<=100003,35,none,own,2,skilled employee / official,1,none,yes,0,1
100805,0<=10000,12,existing credits paid back duly till now,car (new),7472,unknown/ no savings account, unemployed,1,female : divorced/separated/married, none,2,0<=100001,24,none,rent,1, unemployed/ unskilled - non-resident,1,none,yes,0,1
100806,<0,36,existing credits paid back duly till now,car (new),9271,<1000,4 < = < 7 years,2,male : single, none,1,0<=100003,24,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,1,1
100807,0<=10000,6,existing credits paid back duly till now,radio/television,590,<1000,< 1 year,3,male : married/widowed, none,3,0<=100001,26,none,own,1,unskilled - resident,1,none,no,0,1
